"","Metodo","bissecao","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"0.5","1.5","0.384853703557916","1","","","","","2.4671085556382","0.467108555638205","0.132698267093214","0.189334415208726","","","","","2.43156423776477","0.331564237764767","0.0809019304319296","0.136358411846672","",""
"1.25","0.75","0.583085512255227","0.6","","","","","2.37612069329839","0.0909878623398148","0.000539517840346226","0.0382926097131501","","","","","2.3721738934215","0.0593903443432637","0.00514793841657513","0.0250362524045833","",""
"0.875","0.375","0.15446730390571","0.428571428571429","","","","","2.37574647558984","0.000374217708551505","2.42463196187259e-08","0.00015751584287149","","","","","2.37572692423154","0.003553030810036","2.81607721945853e-05","0.00149555522303359","",""
"0.6875","0.1875","0.113719161606339","0.272727272727273","","","","","2.37574645877071","1.68191256477712e-08","0","7.07951203533477e-09","","","","","2.37574646728559","1.95430540523844e-05","1.2274981919802e-08","8.22606886782551e-06","",""
"0.78125","0.09375","0.0221625568452999","0.12","","","","","","","","","","","","","2.37574645877069","8.51489856401599e-09","2.88657986402541e-14","3.58409397289892e-09","",""
"0.734375","0.046875","0.0455215497637318","0.0638297872340425","","","","","","User","System","Elapsed","Cumulative","Spawned","","","2.37574645877071","1.99840144432528e-14","0","8.4116780936267e-15","",""
"0.7578125","0.0234375","0.0115921973728648","0.0309278350515464","","","","","Time:","0.0570000000000022","0","0.0570000000000164","0","0","","","","","","","",""
"0.76953125","0.01171875","0.00530995841019921","0.0152284263959391","","","","","","","","","","","","","","User","System","Elapsed","Cumulative","Spawned"
"0.763671875","0.005859375","0.00313529680074143","0.00767263427109974","","","","","","","","","","","","","Time:","0.0249999999999986","0","0.0259999999998399","0","0"
"0.7666015625","0.0029296875","0.00108883280573879","0.00382165605095541","","","","","","","","","","","","","","","","","",""
"0.76513671875","0.00146484375","0.00102286229921855","0.001914486279515","","","","","","","","","","","","","","","","","",""
"0.765869140625","0.000732421875","3.3078402418063e-05","0.000956327701625757","","","","","","","","","","","","","","","","","",""
"0.7655029296875","0.0003662109375","0.000494868751725663","0.000478392600861107","","","","","","","","","","","","","","","","","",""
