"","Metodo","bissecao","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"-20.25","19.75","0.0469440634049688","1","","","","","-10.3249773755656","6.11497737556561","0.0874721032967307","0.592250922509225","","","","","-2.24171839515518","1.34171839515518","0.247093319468135","0.598522275614508","",""
"-10.375","9.875","0.0870953694295253","0.951807228915663","","","","","-21.8901956442621","11.5652182686965","0.0435956564091794","0.528328684523565","","","","","-1.34702252685345","0.894695868301739","0.191252865328666","0.664202602752077","",""
"-5.4375","4.9375","0.150085876601929","0.908045977011494","","","","","-44.8809433411922","22.9907476969301","0.0217847209888321","0.512260794568214","","","","","1.71729976506502","3.06432229191846","0.921393894698911","1.78438403955785","",""
"-2.96875","2.46875","0.223379501385042","0.831578947368421","","","","","-90.8085274473528","45.9275841061606","0.0108909135094078","0.505762899115258","","","","","-0.820296130233744","2.53759589529876","0.26706446390937","3.09351196692306","",""
"-1.734375","1.234375","0.244136027919812","0.711711711711712","","","","","-182.639575254602","91.8310478072494","0.00544528607241241","0.502799284762","","","","","-1.85601553319387","1.03571940296013","0.248495444957601","0.558033801138419","",""
"-1.1171875","0.6171875","0.0938921218641499","0.552447552447552","","","","","-366.290222280145","183.650647025543","0.00272262229165596","0.501380151188102","","","","","-1.356807682732","0.499207850461868","0.193819562476553","0.367928230960992","",""
"-0.80859375","0.30859375","0.292748955634904","0.381642512077295","","","","","-733.585934688428","367.295712408284","0.00136130858835514","0.500685325386293","","","","","0.412825339559273","1.76963302229127","8.29002388747135","4.28663856773064","",""
"-0.962890625","0.154296875","0.0400248509559802","0.160243407707911","","","","","-1468.1746031637","734.588668475268","0.000680653976678487","0.500341489964708","","","","","-1.31637913166926","1.72920447122853","0.182576909727616","1.31360671832877","",""
"-1.0400390625","0.0771484375","0.037015583327823","0.0741784037558685","","","","","-2937.35057042141","1469.17596725771","0.000340326948787207","0.500170453623088","","","","","-1.27911633407015","0.0372627975991098","0.170594553993174","0.0291316720821941","",""
"-1.00146484375","0.03857421875","0.00146056162683361","0.0385177961969771","","","","","-5875.70182219244","2938.35125177103","0.00017016346945802","0.500085154197737","","","","","-0.748600425692819","0.530515908377328","0.448605298221529","0.708677006009372","",""
"-0.982177734375","0.019287109375","0.018474927506386","0.0196370867511807","","","","","-11752.4039848856","5876.70216269321","8.50817341125875e-05","0.500042558973554","","","","","-1.13295492196352","0.384354496270704","0.103580775562449","0.339249593094648","",""
"-0.9918212890625","0.0096435546875","0.0083141528994084","0.00972307692307692","","","","","-23505.8081399782","11753.4041550926","4.25408669792737e-05","0.500021274958958","","","","","-1.06085651400873","0.0720984079547955","0.0540746573970592","0.0679624501548777","",""
"-0.99664306640625","0.00482177734375","0.00337958559804341","0.00483801824973973","","","","","-47012.616365049","23506.8082250708","2.12704334800114e-05","0.500010636347963","","","","","-0.982104698000771","0.078751816007957","0.0185533977363244","0.0801867827007332","",""
"-0.999053955078125","0.002410888671875","0.000947837467204726","0.00241317164065125","","","","","-94026.2327726416","47013.6164075926","1.06352167388026e-05","0.500005317891157","","","","","-1.00222245775862","0.0201177597578523","0.00221261195660838","0.0200731480342636","",""
"-1.00025939941406","0.0012054443359375","0.000259264890295818","0.00120513172547404","","","","","-188053.465566554","94027.2327939127","5.31760836925095e-06","0.500002658874879","","","","","-1.00007891663355","0.00214354112506987","7.89041793576306e-05","0.00214337197736896","",""
"-0.999656677246094","0.00060272216796875","0.000343558616391348","0.000602929167270868","","","","","-376107.931143744","188054.46557719","2.65880418460668e-06","0.500001329419766","","","","","-0.999999648818534","7.92678150195458e-05","3.51181712821003e-07","7.92678428569431e-05","",""
"-0.999958038330078","0.000301361083984375","4.19651917069608e-05","0.000301373730129362","","","","","-752216.862292805","376108.931149062","1.32940209230099e-06","0.500000664705464","","","","","-1.00000000005543","3.51236896345419e-07","5.54301049504602e-11","3.5123689632595e-07","",""
"-1.00010871887207","0.000150680541992188","0.000108695236338607","0.000150664161954438","","","","","-1504434.72458827","752217.862295464","6.64701046150201e-07","0.500000332351628","","","","","-1","5.54301049504602e-11","0","5.54301049504602e-11","",""
"-1.00003337860107","7.53402709960938e-05","3.33763729237768e-05","7.53377563271795e-05","","","","","-3008870.44917787","1504435.7245896","3.32350523075064e-07","0.500000166175538","","","","","","","","","",""
"-0.999995708465576","3.76701354980469e-05","4.29157125858559e-06","3.76702971614239e-05","","","","","-6017741.8983564","3008871.44917853","1.66175261537527e-07","0.5000000830877","","","","","","User","System","Elapsed","Cumulative","Spawned"
"-1.00001454353333","1.88350677490234e-05","1.4543110305687e-05","1.88347938245718e-05","","","","","-12035484.7967131","6017742.89835673","8.3087630768763e-08","0.500000041543833","","","","","Time:","0.0300000000000011","0","0.0299999999997453","0","0"
"-1.00000512599945","9.41753387451172e-06","5.12594689938695e-06","9.4174856004857e-06","","","","","-24070970.5934264","12035485.7967133","4.15438153843814e-08","0.500000020771912","","","","","","","","","",""
"-1.00000041723251","4.70876693725586e-06","4.17232165261794e-07","4.70876497260601e-06","","","","","-48141942.186853","24070971.5934265","2.07719076921907e-08","0.500000010385955","","","","","","","","","",""
"-0.999998062849045","2.35438346862793e-06","1.93715846030784e-06","2.35438802943295e-06","","","","","-96283885.373706","48141943.186853","1.03859538460954e-08","0.500000005192977","","","","","","","","","",""
"-0.999999240040779","1.17719173431396e-06","7.59960375962265e-07","1.17719262893236e-06","","","","","-192567771.747412","96283886.373706","5.19297692304768e-09","0.500000002596489","","","","","","","","","",""
"-0.999999828636646","5.88595867156982e-07","1.71363412571068e-07","5.88595968020761e-07","","","","","-385135544.494824","192567772.747412","2.59648846152384e-09","0.500000001298244","","","","","","","","","",""
"-1.00000012293458","2.94297933578491e-07","1.22934549651177e-07","2.94297897399103e-07","","","","","-770271089.989648","385135545.494824","1.29824423076192e-09","0.500000000649122","","","","","","","","","",""
"-0.999999975785613","1.47148966789246e-07","2.42143880502255e-08","1.47148970352368e-07","","","","","-1540542180.9793","770271090.989648","6.4912211538096e-10","0.500000000324561","","","","","","","","","",""
"-1.0000000493601","7.35744833946228e-08","4.93600915696391e-08","7.35744797629794e-08","","","","","-3081084362.95859","1540542181.9793","3.2456105769048e-10","0.500000000162281","","","","","","","","","",""
"-1.00000001257285","3.67872416973114e-08","1.25728544242421e-08","3.67872412347908e-08","","","","","-6162168726.91718","3081084363.95859","1.6228052884524e-10","0.50000000008114","","","","","","","","","",""
