"","","","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"","User","System","Elapsed","Cumulative","Spawned","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"Time:","0.0380000000000003","0","0.0380000000000109","0","0","","","-0.394709171154325","0.194709171154325","2.40055408114313","0.493297813640608","","","","","-0.490112757184413","0.190112757184413","1.87429833668582","0.38789595740492","",""
"","","","","","","","","-0.749681048771302","0.354971877616977","1.07411284444856","0.473497200174343","","","","","-0.752421507122283","0.26230874993787","1.06822797660496","0.348619420703561","",""
"","","","","","","","","-1.24840587888242","0.498724830111123","0.334044477911364","0.399489331592689","","","","","-1.10004072136036","0.347619214238072","0.50891683613265","0.316005769139339","",""
"","","","","","","","","-1.54891754787715","0.30051166899473","0.0218822705713146","0.194013986997947","","","","","-1.41633921407331","0.316298492712959","0.155697242809777","0.223321143388597","",""
"","","","","","","","","-1.57078934549326","0.0218717976161069","6.98130163518641e-06","0.0139240807043027","","","","","-1.555761839973","0.139422625899691","0.0150356197017091","0.0896169467057438","",""
"","","","","","","","","-1.5707963267949","6.98130163478972e-06","2.83276944882399e-16","4.44443465756925e-06","","","","","-1.57066502063111","0.0149031806581021","0.000131306164544226","0.00948845263779664","",""
"","","","","","","","","-1.5707963267949","2.22044604925031e-16","6.12323399573677e-17","1.41357985842823e-16","","","","","-1.57079631681505","0.000131296183943475","9.97984612189161e-09","8.35857472658778e-05","",""
"","","","","","","","","","","","","","","","","-1.5707963267949","9.97984606065927e-09","6.12323399573677e-17","6.35336732740041e-09","",""
"","","","","","","","","","User","System","Elapsed","Cumulative","Spawned","","","","","","","",""
"","","","","","","","","Time:","0.0600000000000023","0","0.0619999999998981","0","0","","","","User","System","Elapsed","Cumulative","Spawned"
"","","","","","","","","","","","","","","","","Time:","0.0300000000000011","0","0.0309999999999491","0","0"
