"","Metodo","bissecao","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"2.71787109375","0.000878906250000089","0.000410703676299473","0.000323380403147602","","","","","2.71723057510064","0.00105125346334667","0.00105105005422557","0.000386884158076181","","","","","Time:","0.0289999999999999","0","0.0289999999999964","0","0"
"2.718310546875","0.000439453125000266","2.87185676581814e-05","0.000161664062079098","","","","","2.7177562017864","0.000525626685757619","0.000525575849880777","0.000193404649545872","","","","","","","","","",""
"2.7180908203125","0.000219726562500355","0.000191001435510874","8.0838565385057e-05","","","","","2.71801901512354","0.000262813337143175","0.000262800630222326","9.66929722275065e-05","","","","","","","","","",""
"2.71820068359375","0.000109863281250178","8.11436541341415e-05","4.04176490401462e-05","","","","","2.7181504217914","0.000131406667854606","0.000131403491380855","4.83441485802695e-05","","","","","","","","","",""
"2.71825561523438","5.49316406250888e-05","2.62130982786601e-05","2.02084161317377e-05","","","","","2.71821612512523","6.57033338380408e-05","6.57025397510225e-05","2.41714899822448e-05","","","","","","","","","",""
"2.71828308105469","2.74658203127665e-05","1.25259593142246e-06","1.01041059719615e-05","","","","","2.71824897679214","3.28516669076961e-05","3.28514683896053e-05","1.20855989234897e-05","","","","","","","","","",""
"2.71826934814453","1.37329101566053e-05","1.24802858638695e-05","5.05207850943073e-06","","","","","2.71826540262559","1.64258334520717e-05","1.64257838237702e-05","6.0427629458867e-06","","","","","","","","","",""
"2.71827621459961","6.86645507830264e-06","5.6138536388417e-06","2.52603287385717e-06","","","","","2.71827361554232","8.2129167262579e-06","8.21290431884947e-06","3.02137234430661e-06","","","","","","","","","",""
"2.71827964782715","3.43322753915132e-06","2.18063102197519e-06","1.26301484172008e-06","","","","","2.71827772200068","4.10645836312895e-06","4.10645526116582e-06","1.51068388998404e-06","","","","","","","","","",""
"2.71828136444092","1.71661376935361e-06","4.64018087065199e-07","6.31507022140354e-07","","","","","2.71827977522986","2.05322918134243e-06","2.05322840596267e-06","7.55341374369312e-07","","","","","","","","","",""
"2.7182822227478","8.58306884676807e-07","3.94288786509378e-07","3.15753411288243e-07","","","","","2.71828080184445","1.02661459067122e-06","1.02661439704832e-06","3.77670544549562e-07","","","","","","","","","",""
"2.71828179359436","4.29153442116359e-07","3.48646840286904e-08","1.57876730487494e-07","","","","","2.71828131515175","5.13307295335608e-07","5.13307246929884e-07","1.88835236616028e-07","","","","","","","","","",""
"2.71828200817108","2.14576720836135e-07","1.79712042580604e-07","7.89383589307964e-08","","","","","2.7182815718054","2.56653647667804e-07","2.56653635677395e-07","9.44176093933281e-08","","","","","","","","","",""
"2.71828190088272","1.07288360418067e-07","7.24236772775555e-08","3.94691810232144e-08","","","","","2.71828170013222","1.28326823833902e-07","1.28326821169367e-07","4.72088024679929e-08","","","","","","","","","",""
"2.71828184723854","5.36441802090337e-08","1.87794961803434e-08","1.97345909010613e-08","","","","","2.71828176429563","6.4163411916951e-08","6.41634114728618e-08","2.36044006768287e-08","","","","","","","","","",""
"2.71828182041645","2.68220898824723e-08","8.0425937021289e-09","9.8672954662085e-09","","","","","2.71828179637734","3.20817061805201e-08","3.20817057364309e-08","1.18022002808081e-08","","","","","","","","","",""
"2.7182818338275","1.34110447191915e-08","5.36845057297342e-09","4.93364762707773e-09","","","","","2.71828181241819","1.604085309026e-08","1.60408526461708e-08","5.90110010558105e-09","","","","","","","","","",""
"2.71828182712197","6.70552235959576e-09","1.33707134253314e-09","2.46682381962408e-09","","","","","2.71828182043862","8.02042654513002e-09","8.02042610104081e-09","2.95055004408478e-09","","","","","","","","","",""
"2.71828183047473","3.35276117979788e-09","2.01568983726474e-09","1.23341190829074e-09","","","","","2.71828182444883","4.01021305052041e-09","4.01021305052041e-09","1.47527493818031e-09","","","","","","","","","",""
"2.71828182879835","1.67638081194355e-09","3.39309025321199e-10","6.1670587284005e-10","","","","","2.71828182645394","2.00510674730481e-09","2.0051063032156e-09","7.3763755023169e-10","","","","","","","","","",""
"2.71828182796016","8.38190405971773e-10","4.98880936561363e-10","3.08353018200752e-10","","","","","2.71828182745649","1.0025531516078e-09","1.0025531516078e-09","3.68818693294173e-10","","","","","","","","","",""
"2.71828182837926","4.19094980941281e-10","7.97855115308721e-11","1.54176590762251e-10","","","","","2.71828182795777","5.01276797848504e-10","5.01276353759295e-10","1.84409428298725e-10","","","","","","","","","",""
"2.71828182858881","2.09547490470641e-10","1.29761978939769e-10","7.70882136895375e-11","","","","","2.71828182820841","2.50638176879647e-10","2.50638176879647e-10","9.22046324552155e-11","","","","","","","","","",""
"2.71828182848403","1.04773967279925e-10","2.49880116598433e-11","3.85440251606092e-11","","","","","2.71828182833373","1.25319310484429e-10","1.25318866395219e-10","4.61023979111275e-11","","","","","","","","","",""
"2.71828182843165","5.23869836399626e-11","2.73985278909095e-11","1.92720942663212e-11","","","","","2.71828182839639","6.26596552422143e-11","6.26592111530044e-11","2.30511989550324e-11","","","","","","","","","",""
"2.71828182845784","2.61932697753764e-11","1.20525811553307e-12","9.63612881871292e-12","","","","","2.71828182842772","3.13296055765022e-11","3.13296055765022e-11","1.15255177917382e-11","","","","","","","","","",""
"2.71828182847094","1.30966348876882e-11","1.1891820861365e-11","4.81798272368807e-12","","","","","2.71828182844338","1.56648027882511e-11","1.56648027882511e-11","5.76275889583588e-12","","","","","","","","","",""
"2.71828182846439","6.54853948844902e-12","5.34328137291595e-12","2.40890967620466e-12","","","","","2.71828182845121","7.83240139412555e-12","7.8328454833354e-12","2.88137944790964e-12","","","","","","","","","",""
"2.71828182846111","3.27426974422451e-12","2.06901162869144e-12","1.20453652374896e-12","","","","","2.71828182845513","3.9164227416677e-12","3.91597865245785e-12","1.44077140959792e-12","","","","","","","","","",""
"2.71828182845948","1.63691282750733e-12","4.32098801184111e-13","6.02349947520017e-13","","","","","2.71828182845709","1.95798932622893e-12","1.95798932622893e-12","7.20304019153265e-13","","","","","","","","","",""
"2.71828182845866","8.18456413753665e-13","3.86801701779405e-13","3.01093288114924e-13","","","","","2.71828182845807","9.79216707719388e-13","9.79216707719388e-13","3.60233695221678e-13","","","","","","","","","",""
"2.71828182845907","4.09006162271908e-13","2.22044604925031e-14","1.50464958412264e-13","","","","","2.71828182845856","4.89830398464619e-13","4.89386309254769e-13","1.80198533255981e-13","","","","","","","","","",""
"2.71828182845886","2.04281036531029e-13","1.81632486828676e-13","7.51507935609629e-14","","","","","2.7182818284588","2.44693154627385e-13","2.44249065417534e-13","9.00175809828076e-14","","","","","","","","","",""
"2.71828182845897","1.02140518265514e-13","7.94919685631612e-14","3.757539678048e-14","","","","","2.71828182845892","1.22124532708767e-13","1.22124532708767e-13","4.49271048462268e-14","","","","","","","","","",""
"2.71828182845902","5.10702591327572e-14","2.88657986402541e-14","1.87876983902397e-14","","","","","2.71828182845898","6.12843109593086e-14","6.08402217494586e-14","2.25452380682879e-14","","","","","","","","","",""
"2.71828182845904","2.57571741713036e-14","3.10862446895044e-15","9.31216354994479e-15","","","","","2.71828182845901","3.06421554796543e-14","3.06421554796543e-14","1.12726190341438e-14","","","","","","","","","",""
"2.71828182845905","1.28785870856518e-14","9.76996261670138e-15","4.73776742014733e-15","","","","","2.71828182845903","1.55431223447522e-14","1.46549439250521e-14","5.71799516224683e-15","","","","","","","","","",""
"2.71828182845905","6.21724893790088e-15","3.10862446895044e-15","2.45056935524862e-15","","","","","2.71828182845904","7.54951656745106e-15","7.105427357601e-15","2.77731193594845e-15","","","","","","","","","",""
"2.71828182845905","3.10862446895044e-15","0","1.14359903244936e-15","","","","","2.71828182845904","3.5527136788005e-15","3.5527136788005e-15","1.30697032279927e-15","","","","","","","","","",""
"","","","","","","","","2.71828182845904","1.77635683940025e-15","1.77635683940025e-15","6.53485161399634e-16","","","","","","","","","",""
"","User","System","Elapsed","Cumulative","Spawned","","","2.71828182845904","8.88178419700125e-16","8.88178419700125e-16","3.26742580699817e-16","","","","","","","","","",""
"Time:","0.036999999999999","0","0.0700000000001637","0","0","","","2.71828182845904","4.44089209850063e-16","4.44089209850063e-16","1.63371290349908e-16","","","","","","","","","",""
"","","","","","","","","2.71828182845905","4.44089209850063e-16","0","1.63371290349908e-16","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","User","System","Elapsed","Cumulative","Spawned","","","","","","","",""
"","","","","","","","","Time:","0.0569999999999986","0","0.0570000000000164","0","0","","","","","","","",""
