"","Metodo","bissecao","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"50.1","49.9","145.99245250535","1","","","","","35.6813430036368","64.3186569963632","91.866182892216","1.80258509299405","","","","","27.7732987590406","172.226701240959","64.5472316144396","6.20116114888576","",""
"25.15","24.95","55.9551760981256","0.992047713717694","","","","","15.5996699251423","20.0816730784945","27.2565194608216","1.28731397361995","","","","","13.7920011924225","13.981297566618","22.3994346714257","1.01372508394934","",""
"12.675","12.475","19.5148298896241","0.98422090729783","","","","","8.32593018531351","7.27373973982881","9.31983613290483","0.87362487769346","","","","","6.36164458591593","7.43035660650662","5.40922322318478","1.16799304113227","",""
"6.4375","6.2375","5.55002796230969","0.968932038834952","","","","","5.33820449051434","2.98772569479917","3.60269740521336","0.559687381798163","","","","","3.99602025952643","2.3656243263895","1.53966233315103","0.591995078290682","",""
"3.31875","3.11875","0.662383358689422","0.939736346516007","","","","","3.99134601448223","1.34685847603211","1.53318984134669","0.337444679350064","","","","","3.05476031473308","0.941259944793352","0.356493989252928","0.308128903028386","",""
"1.759375","1.559375","0.7654009062164","0.886323268206039","","","","","3.34826413871871","0.643081875763519","0.697919020910108","0.19206426050055","","","","","2.77115442350559","0.283605891227489","0.0533834987719666","0.102342146226813","",""
"2.5390625","0.7796875","0.173176964974304","0.307076923076923","","","","","3.0322408938218","0.316023244896912","0.331429736718142","0.104221021997563","","","","","2.72120605411052","0.0499483693950737","0.00292579797390413","0.0183552323498708","",""
"2.92890625","0.38984375","0.21858151974501","0.133102160576154","","","","","2.87511320415983","0.157127689661972","0.1612709902512","0.0546509575465181","","","","","2.71830978980072","0.00289626430979872","2.79614854830079e-05","0.00106546513597004","",""
"2.733984375","0.194921875","0.0157478134719935","0.071295899414202","","","","","2.79667751819789","0.0784356859619444","0.0795154483402274","0.0280460244170327","","","","","2.71828184348533","2.79463153898263e-05","1.50262833287229e-08","1.02808748315789e-05","",""
"2.6365234375","0.0974609374999997","0.0805163421686292","0.036965701163049","","","","","2.75747706979687","0.039200448401016","0.0394764733704251","0.0142160559847933","","","","","2.71828182845912","1.50262060572004e-08","7.72715225139109e-14","5.52783228724967e-09","",""
"2.68525390625","0.0487304687500001","0.032826455110436","0.0181474342655561","","","","","2.73787911679313","0.0195979530037378","0.0196677619106893","0.00715807826705395","","","","","2.71828182845905","7.72715225139109e-14","0","2.84266045208841e-14","",""
"2.709619140625","0.0243652343750003","0.00864886991377123","0.00899212513289958","","","","","2.72808043063969","0.00979868615344115","0.00981624153015836","0.00359178785324284","","","","","","","","","",""
"2.7218017578125","0.0121826171875004","0.00352220736562581","0.00447593846705848","","","","","2.72318112427284","0.00489930636685099","0.00490370828705933","0.00179911145945506","","","","","","User","System","Elapsed","Cumulative","Spawned"
"2.71571044921875","0.00609130859375018","0.00257016264880683","0.00224298897384385","","","","","2.7207314757046","0.0024496485682417","0.00245075069439205","0.000900363960984907","","","","","Time:","0.0330000000000013","0","0.0340000000001055","0","0"
"2.71875610351562","0.00304565429687509","0.000474316428991095","0.00112023814601713","","","","","2.71950665199904","0.00122482370555588","0.00122509944358695","0.000450384522742586","","","","","","","","","",""
"2.71723327636719","0.00152282714843777","0.0010483498312106","0.000560432982211124","","","","","2.71889424021869","0.000612411780352762","0.00061248074071818","0.000225242957704564","","","","","","","","","",""
"2.71799468994141","0.000761413574218661","0.000287123351545571","0.00028013799182055","","","","","2.71858803433757","0.000306205881116739","0.000306223124443061","0.000112634160545531","","","","","","","","","",""
"2.71837539672852","0.000380706787109553","9.35698798478768e-05","0.000140049379334334","","","","","2.71843493139815","0.000153102939425498","0.000153107250661755","5.63202516481621e-05","","","","","","","","","",""
"2.71818504333496","0.000190353393554776","9.67834010343616e-05","7.00295934677171e-05","","","","","2.71835837992858","7.65514695713065e-05","7.65525474304418e-05","2.81609187870651e-05","","","","","","","","","",""
"2.71828022003174","9.51766967771661e-05","1.60842683083473e-06","3.50135707408778e-05","","","","","2.71832010419381","3.82757347678897e-05","3.82760042390018e-05","1.40806576491261e-05","","","","","","","","","",""
"2.71832780838013","4.75883483885831e-05","4.59803099563949e-05","1.75064788881887e-05","","","","","2.71830096632643","1.91378673815024e-05","1.91379347498355e-05","7.04037839024341e-06","","","","","","","","","",""
"2.71830401420593","2.37941741945136e-05","2.21858374240824e-05","8.75331606388412e-06","","","","","2.71829139739274","9.56893369030709e-06","9.56895053327855e-06","3.52020158673393e-06","","","","","","","","","",""
"2.71829211711884","1.18970870972568e-05","1.02886792618939e-05","4.37667718724311e-06","","","","","2.71828661292589","4.78446684537559e-06","4.78447105578539e-06","1.7601038914089e-06","","","","","","","","","",""
"2.71828616857529","5.94854354840635e-06","4.340119706292e-06","2.18834338253952e-06","","","","","2.71828422069247","2.39223342246575e-06","2.39223447540127e-06","8.80052720114875e-07","","","","","","","","","",""
"2.71828319430351","2.97427177420317e-06","1.36584481102986e-06","1.09417288840107e-06","","","","","2.71828302457576","1.19611671145492e-06","1.19611697435573e-06","4.40026553762406e-07","","","","","","","","","",""
"2.71828170716763","1.48713588687954e-06","1.21291416466107e-07","5.47086743422593e-07","","","","","2.7182824265174","5.9805835572746e-07","5.98058421452663e-07","2.20013325287056e-07","","","","","","","","","",""
"2.71828245073557","7.43567943217727e-07","6.22276595141358e-07","2.73543296803655e-07","","","","","2.71828212748822","2.9902917786373e-07","2.99029193850942e-07","1.10006674744995e-07","","","","","","","","","",""
"2.7182820789516","3.71783971608863e-07","2.50492563580451e-07","1.36771667108314e-07","","","","","2.71828197797363","1.4951458870982e-07","1.49514593150712e-07","5.50033403161791e-08","","","","","","","","","",""
"2.71828189305961","1.85891985804432e-07","6.46005671178784e-08","6.83858382307795e-08","","","","","2.71828190321634","7.47572945769548e-08","7.47572954651332e-08","2.75016709961171e-08","","","","","","","","","",""
"2.71828180011362","9.29459926801712e-08","2.8345426006382e-08","3.41929202028599e-08","","","","","2.71828186583769","3.73786472884774e-08","3.73786477325666e-08","1.3750835687144e-08","","","","","","","","","",""
"2.71828184658662","4.6472996118041e-08","1.81275696675698e-08","1.70964597274553e-08","","","","","2.71828184714837","1.86893238662833e-08","1.86893234221941e-08","6.87541797252903e-09","","","","","","","","","",""
"2.71828182335012","2.32364980590205e-08","5.10892794736151e-09","8.54822993679991e-09","","","","","2.71828183780371","9.34466148905244e-09","9.34466193314165e-09","3.43770883471107e-09","","","","","","","","","",""
"2.71828183496837","1.16182490295103e-08","6.50932108214874e-09","4.27411495013189e-09","","","","","2.71828183313138","4.67233096657083e-09","4.67233052248162e-09","1.71885450199564e-09","","","","","","","","","",""
"2.71828182915924","5.80912473679973e-09","7.00196789438223e-10","2.13705739794732e-09","","","","","2.71828183079521","2.3361650391962e-09","2.33616592737462e-09","8.59427088365145e-10","","","","","","","","","",""
"2.71828182625468","2.90456236839987e-09","2.20436602305085e-09","1.06852878180106e-09","","","","","2.71828182962713","1.16808296368731e-09","1.1680825195981e-09","4.29713707738516e-10","","","","","","","","","",""
"2.71828182770696","1.45228096215533e-09","7.52084172717105e-10","5.34264472300735e-10","","","","","2.71828182904309","5.84041259799051e-10","5.84041259799051e-10","2.14856772229776e-10","","","","","","","","","",""
"2.7182818284331","7.26140481077664e-10","2.59441357286505e-11","2.67132154393363e-10","","","","","2.71828182875107","2.92020629899525e-10","2.92021073988735e-10","1.07428386126429e-10","","","","","","","","","",""
"2.71828182879617","3.63070018494227e-10","3.37125882765577e-10","1.33565995493196e-10","","","","","2.71828182860506","1.46010314949763e-10","1.46010759038973e-10","5.37141930660998e-11","","","","","","","","","",""
