"","Metodo","bissecao","","","","","","","","","","","","","","","Metodo","secante","","",""
"X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","","User","System","Elapsed","Cumulative","Spawned","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"","","","","","","","","","","","","","","","","2.69262050223063e+28","8.35571281258264e+27","0.412429567209077","0.310318992433601","",""
"","","","","","","","","","","","","","","","","8.67108003573057e+27","1.82551249865757e+28","1.54618490621413","2.10528848901781","",""
"","","","","","","","","","","","","","","","","3.35669263830261e+28","2.48958463472955e+28","1.51456425330417","0.741677866576569","",""
"","","","","","","","","","","","","","","","","1.22602677345601e+30","1.19245984707299e+30","1.42655232519778","0.97262137572379","",""
"","","","","","","","","","","","","","","","","2.05541610860078e+31","1.93281343125518e+31","0.59299924182147","0.940351407759929","",""
"","","","","","","","","","","","","","","","","1.48788571322279e+31","5.67530395377992e+30","1.21465854098038","0.381434131892234","",""
"","","","","","","","","","","","","","","","","1.86923867093991e+31","3.81352957717117e+30","1.52643339158815","0.204015123186683","",""
"","","","","","","","","","","","","","","","","2.15449944384843e+28","1.86708417149606e+31","0.125631324518998","866.597657672642","",""
"","","","","","","","","","","","","","","","","1.44136986671239e+30","1.4198248722739e+30","0.638952430352405","0.985052417886586","",""
"","","","","","","","","","","","","","","","","2.54841187500798e+29","1.18652867921159e+30","1.3634672592453","4.65595334430733","",""
"","","","","","","","","","","","","","","","","2.48777409893984e+30","2.23293291143904e+30","0.322330449612235","0.897562569041378","",""
"","","","","","","","","","","","","","","","","2.06082947473231e+30","4.26944624207533e+29","0.600470147594827","0.207171252858266","",""
"","","","","","","","","","","","","","","","","2.33864409935287e+30","2.77814624620568e+29","1.24797672271256","0.118793032551401","",""
"","","","","","","","","","","","","","","","","1.80319596943611e+30","5.3544812991676e+29","0.542388418775103","0.296943947852879","",""
"","","","","","","","","","","","","","","","","1.96540917264913e+30","1.62213203213015e+29","1.60276311091279","0.0825340623572912","",""
"","","","","","","","","","","","","","","","","1.84421058382466e+30","1.21198588824468e+29","0.129289256053576","0.0657184108406519","",""
"","","","","","","","","","","","","","","","","1.85325746698057e+30","9.04688315590794e+27","0.536129790875484","0.00488161160394385","",""
"","","","","","","","","","","","","","","","","1.84133558811328e+30","1.19218788672937e+28","1.56282431466634","0.00647458233265858","",""
"","","","","","","","","","","","","","","","","1.85021229586078e+30","8.87670774750151e+27","1.37601368600624","0.00479766984975731","",""
"","","","","","","","","","","","","","","","","1.9155965378327e+30","6.5384241971927e+28","0.13615476968005","0.0341325747257313","",""
"","","","","","","","","","","","","","","","","1.92277669058167e+30","7.18015274896838e+27","1.1140319292138","0.0037342624258651","",""
"","","","","","","","","","","","","","","","","1.91459680894624e+30","8.17988163543671e+27","1.62472487228431","0.00427237818281896","",""
"","","","","","","","","","","","","","","","","1.94062038598165e+30","2.60235770354101e+28","0.204519366361096","0.0134099266520104","",""
"","","","","","","","","","","","","","","","","1.93771080978986e+30","2.90957619178983e+27","0.259962148670284","0.00150155336755611","",""
"","","","","","","","","","","","","","","","","1.93933924849852e+30","1.62843870866743e+27","0.560238840696312","0.000839687388335073","",""
"","","","","","","","","","","","","","","","","1.93822694233684e+30","1.11230616168067e+27","0.610096806073756","0.000573878185977338","",""
"","","","","","","","","","","","","","","","","1.95183789560139e+30","1.36109532645415e+28","1.55426730883459","0.00697340352660169","",""
"","","","","","","","","","","","","","","","","1.94206363462772e+30","9.77426097366597e+27","0.767204573462324","0.0050329251829792","",""
"","","","","","","","","","","","","","","","","1.93253598532583e+30","9.52764930188672e+27","0.388095637776682","0.00493012775660181","",""
"","","","","","","","","","","","","","","","","1.92278248498789e+30","9.75350033794626e+27","0.278321598734386","0.00507259682990492","",""
"","","","","","","","","","","","","","","","","1.92685592375656e+30","4.07343876866939e+27","0.492563839290162","0.00211403391319881","",""
"","","","","","","","","","","","","","","","","1.92425316524013e+30","2.60275851642821e+27","0.341383379481571","0.00135260711191472","",""
"","","","","","","","","","","","","","","","","1.91837582831816e+30","5.87733692196464e+27","0.629309740079041","0.00306370463764511","",""
"","","","","","","","","","","","","","","","","1.92218616270314e+30","3.81033438497287e+27","0.856361891256676","0.00198229206874243","",""
"","","","","","","","","","","","","","","","","1.91998983271243e+30","2.19632999070066e+27","0.689950476483138","0.00114392792778378","",""
"","","","","","","","","","","","","","","","","1.92096981512428e+30","9.79982411841443e+26","1.623158935656","0.000510149823347455","",""
"","","","","","","","","","","","","","","","","1.92028214025675e+30","6.87674867526016e+26","1.50935503092507","0.000358111369735528","",""
"","","","","","","","","","","","","","","","","1.91116166654897e+30","9.12047370777653e+27","0.260782952966805","0.00477221465217308","",""
"","","","","","","","","","","","","","","","","1.91250532681027e+30","1.34366026129855e+27","0.85458578740304","0.000702565500060352","",""
"","","","","","","","","","","","","","","","","1.9114758260534e+30","1.02950075687379e+27","0.519016484403942","0.000538589472512134","",""
"","","","","","","","","","","","","","","","","1.90988352348356e+30","1.59230256983753e+27","1.50796265147601","0.000833717109058688","",""
"","","","","","","","","","","","","","","","","1.91231149467665e+30","2.42797119308651e+27","1.63025428538359","0.00126965256436795","",""
"","","","","","","","","","","","","","","","","1.87994451816451e+30","3.23669765121377e+28","1.61928591464621","0.0172169849691837","",""
"","","","","","","","","","","","","","","","","-2.89846700900719e+30","4.7784115271717e+30","0.41442621296692","1.64859959155045","",""
"","","","","","","","","","","","","","","","","-4.54206002688568e+30","1.64359301787849e+30","0.072916124135098","0.361860699363201","",""
"","","","","","","","","","","","","","","","","-4.89298504034326e+30","3.50925013457585e+29","0.693662519786598","0.0717200258255778","",""
"","","","","","","","","","","","","","","","","-4.57543963124366e+30","3.17545409099604e+29","0.485952736490696","0.069402163440476","",""
"","","","","","","","","","","","","","","","","-4.7062552168262e+30","1.30815585582538e+29","0.855804229774881","0.0277961095511428","",""
"","","","","","","","","","","","","","","","","-4.40355931456579e+30","3.02695902260405e+29","1.06096378242947","0.068738917915598","",""
"","","","","","","","","","","","","","","","","-5.968923370164e+30","1.5653640555982e+30","1.62965493699827","0.262252329025158","",""
"","","","","","","","","","","","","","","","","-1.48317879525586e+30","4.48574457490814e+30","0.454486130881476","3.02441255852388","",""
"","","","","","","","","","","","","","","","","2.51643202538004e+29","1.73482199779386e+30","0.639992489859778","6.89397520098667","",""
"","","","","","","","","","","","","","","","","-7.62787804875972e+29","1.01443100741398e+30","0.585501919673535","1.32989935199465","",""
"","","","","","","","","","","","","","","","","-1.16628628121146e+31","1.09000750072386e+31","0.39831325772844","0.934596863809147","",""
"","","","","","","","","","","","","","","","","-3.48568123841834e+31","2.31939495720688e+31","0.0261499979948359","0.665406501215046","",""
"","","","","","","","","","","","","","","","","-3.34278978041253e+31","1.42891458005811e+30","0.158403994336392","0.0427461693352962","",""
"","","","","","","","","","","","","","","","","-3.46543452745245e+31","1.22644747039923e+30","0.454782022092445","0.0353908712077394","",""
"","","","","","","","","","","","","","","","","-3.37447252805352e+31","9.09619993989302e+29","1.17604119598016","0.0269559164114456","",""
"","","","","","","","","","","","","","","","","-3.52278961355449e+31","1.48317085500972e+30","0.379448656334061","0.0421021695222157","",""
"","","","","","","","","","","","","","","","","-3.48660890898673e+31","3.61807045677589e+29","0.375009633775231","0.0103770470139347","",""
"","","","","","","","","","","","","","","","","-3.50459282267362e+31","1.79839136868911e+29","0.448997427173209","0.00513152728343812","",""
"","","","","","","","","","","","","","","","","-3.49479347584931e+31","9.79934682431552e+28","1.54548855525054","0.00280398452498944","",""
"","","","","","","","","","","","","","","","","-3.50238679989338e+31","7.59332404407602e+28","0.587616275821598","0.00216804267430061","",""
"","","","","","","","","","","","","","","","","-3.50029503172011e+31","2.09176817327094e+28","1.54682267289173","0.000597597675143116","",""
"","","","","","","","","","","","","","","","","-3.50181093098666e+31","1.51589926654982e+28","1.25013254153863","0.000432890094989425","",""
"","","","","","","","","","","","","","","","","-3.50819831904762e+31","6.38738806095899e+28","1.57715551738539","0.00182070324424903","",""
"","","","","","","","","","","","","","","","","-3.47739343662021e+31","3.0804882427415e+29","1.19214536048917","0.00885861292053144","",""
"","","","","","","","","","","","","","","","","-3.38200920581885e+31","9.53842308013614e+29","0.637471760499967","0.0282034213973309","",""
"","","","","","","","","","","","","","","","","-3.41524280034271e+31","3.32335945238673e+29","0.637682919212468","0.00973096100825756","",""
"","","","","","","","","","","","","","","","","9.69476326921508e+32","1.00362875492494e+33","1.57748696682746","1.03522770701568","",""
"","","","","","","","","","","","","","","","","2.54763071561364e+32","7.14713255360144e+32","0.988557406948976","2.80540366772895","",""
"","","","","","","","","","","","","","","","","-9.44930627930758e+32","1.19969369949212e+33","0.581061687934056","1.2696103439035","",""
"","","","","","","","","","","","","","","","","-5.00812657970223e+32","4.44117969960535e+32","0.166136655105639","0.886794618491733","",""
"","","","","","","","","","","","","","","","","-3.22987103559622e+32","1.77825554410601e+32","0.984593746833852","0.550565494568657","",""
"","","","","","","","","","","","","","","","","-4.75139100764913e+32","1.52151997205291e+32","1.0578017383477","0.320226217880923","",""
"","","","","","","","","","","","","","","","","1.72334557022061e+33","2.19848467098552e+33","0.716228584644225","1.27570738508591","",""
"","","","","","","","","","","","","","","","","8.35752193797158e+32","8.87593376423449e+32","0.487118826995462","1.06202937068075","",""
"","","","","","","","","","","","","","","","","-1.05139328970149e+33","1.88714548349864e+33","0.640156172576911","1.7948996840511","",""
"","","","","","","","","","","","","","","","","6.8425480565913e+33","7.89394134629278e+33","0.714354500060009","1.15365522916404","",""
"","","","","","","","","","","","","","","","","-6.91574470271061e+34","7.59999950836974e+34","0.687426832809553","1.09894159415557","",""
"","","","","","","","","","","","","","","","","-2.00933427066355e+36","1.94017682363644e+36","0.392683392523182","0.965581910368618","",""
"","","","","","","","","","","","","","","","","-1.30396624494589e+36","7.0536802571766e+35","0.154288942003723","0.540940402753242","",""
"","","","","","","","","","","","","","","","","-8.47451900026815e+35","4.56514344919071e+35","0.486501228514207","0.538690567458314","",""
"","","","","","","","","","","","","","","","","-1.5159846384464e+36","6.68532738419588e+35","0.281778174956925","0.440989124470751","",""
"","","","","","","","","","","","","","","","","-1.27079007240738e+36","2.45194566039027e+35","1.56289134640632","0.19294655455919","",""
"","","","","","","","","","","","","","","","","-1.47853051643284e+36","2.07740444025468e+35","0.0307575520650727","0.1405046711695","",""
