"","","","","","","","","","Metodo","newton","","","","","","","Metodo","secante","","",""
"","User","System","Elapsed","Cumulative","Spawned","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","","","","","X","Tolerancia 1","Tolerancia 2","Tolerancia 3","",""
"Time:","0.0440000000000005","0","0.0460000000002765","0","0","","","40.0017782443572","9.99822175564277","102351643.194233","0.249944432334159","","","","","37.7921219196588","7.20787808034122","77031506.7657771","0.190724355082899","",""
"","","","","","","","","32.0036456265037","7.99813261785349","33537128.8418916","0.249913172742728","","","","","32.6221251403674","5.16999677929143","36906900.6198668","0.158481299334296","",""
"","","","","","","","","25.6056957261428","6.3979499003609","10988699.6421847","0.249864325843282","","","","","27.8667250089747","4.75540013139266","16780613.0474172","0.170647972801294","",""
"","","","","","","","","20.4880314532535","5.11766427288938","3600394.41907075","0.249787993764365","","","","","23.9018343552323","3.9648906537424","7785933.63270916","0.165882274758316","",""
"","","","","","","","","16.3947703698093","4.09326108344415","1179581.0367703","0.249668704782949","","","","","20.4697636757028","3.43207067952951","3584354.90265349","0.167665378746083","",""
"","","","","","","","","13.121250899089","3.27351947072034","386424.442692188","0.249482270851755","","","","","17.5418739093097","2.92788976639309","1655041.89328268","0.166908608597353","",""
"","","","","","","","","10.5037998623031","2.61745103678585","126571.852418782","0.249190871027501","","","","","15.0302129197461","2.51166098956361","763281.047852232","0.167107478980812","",""
"","","","","","","","","8.41154994573714","2.09224991656597","41448.4631731019","0.248735361504486","","","","","12.880417667143","2.14979525260307","352153.211782435","0.166904157004709","",""
"","","","","","","","","6.73989835138756","1.67165159434958","13568.1169390351","0.248023264921411","","","","","11.0390018435006","1.84141582364244","162432.010912525","0.1668099933081","",""
"","","","","","","","","5.40528015655626","1.33461819483131","4438.9072794544","0.246910087206581","","","","","9.46245228663013","1.57654955687045","74919.8414699612","0.166611097114648","",""
"","","","","","","","","4.34099585977254","1.06428429678372","1450.85792304261","0.245170539471439","","","","","8.11275608297479","1.34969620365534","34550.2178378644","0.166367161769818","",""
"","","","","","","","","3.49388526791109","0.847110591861449","473.495248318111","0.242455182956799","","","","","6.95762275113578","1.155133331839","15930.3904343146","0.166024139732272","",""
"","","","","","","","","2.8216811440607","0.672204123850385","154.146879875918","0.23822823683154","","","","","5.96933620147755","0.988286549658229","7343.21819024856","0.165560544137823","",""
"","","","","","","","","2.29090597285103","0.530775171209669","49.9799428916195","0.231687890074824","","","","","5.12421471533953","0.845121486138028","3383.68141800762","0.164927024546439","",""
"","","","","","","","","1.87519104941637","0.415714923434662","16.0977321846471","0.221692036960206","","","","","4.40200349895378","0.722211216385749","1558.38016905958","0.164064207708467","",""
"","","","","","","","","1.55389280834298","0.321298241073388","5.12872507279105","0.206769887439024","","","","","3.78540410850434","0.616599390449434","717.219981986701","0.16288865673923","",""
"","","","","","","","","1.31085340204578","0.243039406297209","1.605863114383","0.185405481587728","","","","","3.25965715743896","0.525746951065381","329.764712363723","0.16128903307072","",""
"","","","","","","","","1.13312747333707","0.177725928708709","0.489600919302694","0.156845485517446","","","","","2.81219184805529","0.447465309383671","151.410329540001","0.15911621025895","",""
"","","","","","","","","1.00958664128454","0.123540832052531","0.143582427580173","0.122367736458305","","","","","2.43232526513839","0.379866582916901","69.3840756575563","0.156174253649949","",""
"","","","","","","","","0.929683544394243","0.0799030968902927","0.0397828174776036","0.0859465539344955","","","","","2.11100507213462","0.321320193003773","31.7078952113586","0.152211947401367","",""
"","","","","","","","","0.883106728559521","0.0465768158347216","0.00996965682714673","0.0527420008572411","","","","","1.84058522361504","0.27041984851958","14.4339876732416","0.146920579960137","",""
"","","","","","","","","0.860522989183048","0.0225837393764736","0.00193537743497613","0.0262442022588076","","","","","1.61462379875975","0.225961424855291","6.53484292618492","0.139946794435249","",""
"","","","","","","","","0.853443216274823","0.00707977290822426","0.000173397006002107","0.00829554066775129","","","","","1.42768933103063","0.186934467729115","2.93625632212947","0.13093497560437","",""
"","","","","","","","","0.852671519616417","0.000771696658405929","2.00487096657653e-06","0.000905033932355433","","","","","1.27516069323852","0.152528637792112","1.30576665920517","0.119615228575417","",""
"","","","","","","","","0.852662385952487","9.13366393084925e-06","2.80057199653072e-10","1.07119348540821e-05","","","","","1.15300916150436","0.122151531734162","0.572744474463707","0.105941510104558","",""
"","","","","","","","","0.852662384676263","1.2762233492225e-09","1.11022302462516e-16","1.49675108478845e-09","","","","","1.0575664637193","0.0954426977850544","0.246772154370487","0.0902474700733198","",""
"","","","","","","","","0.852662384676263","5.55111512312578e-16","5.55111512312578e-17","6.51033190027894e-16","","","","","0.985313089124141","0.0722533745951613","0.103916049423122","0.0733303712217894","",""
"","","","","","","","","","","","","","","","","0.932754710550229","0.0525583785739123","0.0424527824746411","0.0563474812610792","",""
"","","","","","","","","","User","System","Elapsed","Cumulative","Spawned","","","0.896452549542608","0.0363021610076207","0.0165796189113419","0.0404953514005209","",""
"","","","","","","","","Time:","0.0630000000000024","0","0.0639999999998508","0","0","","","0.873189990494039","0.023262559048569","0.00597321152219871","0.0266408906444374","",""
"","","","","","","","","","","","","","","","","0.860089212761612","0.0131007777324273","0.00181745596634697","0.015231882388529","",""
"","","","","","","","","","","","","","","","","0.854359788512859","0.00572942424875267","0.000382184010540243","0.00670610242404501","",""
"","","","","","","","","","","","","","","","","0.852834158245636","0.00152563026722274","3.77934413594572e-05","0.00178889442041242","",""
"","","","","","","","","","","","","","","","","0.852666735490194","0.000167422755442015","9.54815474907278e-07","0.000196351925639229","",""
"","","","","","","","","","","","","","","","","0.852662396081926","4.33940826805035e-06","2.50288362257933e-09","5.08924550676843e-06","",""
"","","","","","","","","","","","","","","","","0.852662384677022","1.14049041322062e-08","1.66588964845005e-13","1.33756388661688e-08","",""
"","","","","","","","","","","","","","","","","0.852662384676263","7.59170504238682e-13","1.11022302462516e-16","8.90352990682147e-13","",""
"","","","","","","","","","","","","","","","","0.852662384676263","4.44089209850063e-16","1.11022302462516e-16","5.20826552022315e-16","",""
"","","","","","","","","","","","","","","","","0.852662384676263","2.22044604925031e-16","5.55111512312578e-17","2.60413276011157e-16","",""
"","","","","","","","","","","","","","","","","","","","","",""
